Date,Open,High,Low,Close,Adj Close,Volume
2011-01-27,25.545000,25.790001,25.525000,25.750000,23.884924,44200
2011-01-28,25.750000,25.750000,25.750000,25.750000,23.884924,0
2011-01-31,24.940001,25.020000,24.940001,25.020000,23.207800,400
2011-02-01,25.200001,25.340000,25.200001,25.340000,23.504623,800
2011-02-02,25.035000,25.035000,24.850000,24.850000,23.050116,600
2011-02-03,24.850000,24.850000,24.850000,24.850000,23.050116,0
2011-02-04,25.129999,25.129999,24.815001,24.815001,23.017645,19200
2011-02-07,24.815001,24.815001,24.815001,24.815001,23.017645,0
2011-02-08,25.170000,25.180000,25.170000,25.180000,23.356211,1800
2011-02-09,25.254999,25.325001,25.190001,25.270000,23.439693,82400
2011-02-10,25.219999,25.495001,25.195000,25.465000,23.620569,54000
2011-02-11,25.525000,25.870001,25.520000,25.834999,23.963774,57200
2011-02-14,26.094999,26.094999,25.820000,25.905001,24.028696,19800
2011-02-15,25.934999,26.125000,25.920000,26.110001,24.218853,23000
2011-02-16,26.350000,26.420000,26.225000,26.360001,24.450735,66400
2011-02-17,26.430000,26.480000,26.309999,26.480000,24.562048,8000
2011-02-18,26.584999,26.584999,26.375000,26.375000,24.464653,3800
2011-02-22,25.830000,25.834999,25.334999,25.334999,23.499981,5800
2011-02-23,24.930000,24.930000,24.450001,24.764999,22.971270,12600
2011-02-24,24.645000,24.955000,24.520000,24.895000,23.091856,11000
2011-02-25,25.065001,25.100000,25.040001,25.094999,23.277361,37000
2011-02-28,25.180000,25.264999,25.135000,25.195000,23.370123,15400
2011-03-01,24.934999,25.155001,24.594999,24.665001,22.878504,15000
2011-03-02,24.725000,24.915001,24.620001,24.780001,22.985186,6400
2011-03-03,25.465000,25.504999,25.465000,25.480000,23.634476,5200
2011-03-04,25.605000,25.605000,25.035000,25.070000,23.254177,5400
2011-03-07,25.580000,25.580000,24.775000,25.020000,23.207800,13200
2011-03-08,25.110001,25.870001,25.084999,25.860001,23.986954,11800
2011-03-09,25.555000,25.754999,25.549999,25.660000,23.801443,7600
2011-03-10,25.315001,25.655001,25.150000,25.594999,23.741152,11200
2011-03-11,25.540001,25.735001,25.430000,25.735001,23.871008,15600
2011-03-14,25.469999,25.469999,25.235001,25.280001,23.448963,5800
2011-03-15,24.775000,25.200001,24.775000,25.150000,23.328373,3600
2011-03-16,25.315001,25.315001,24.910000,24.910000,23.105768,10400
2011-03-17,25.205000,25.205000,25.025000,25.030001,23.217072,4200
2011-03-18,25.370001,25.370001,25.285000,25.309999,23.500732,4000
2011-03-21,25.860001,25.875000,25.590000,25.875000,24.025341,1400
2011-03-22,25.730000,25.730000,25.615000,25.615000,23.783932,600
2011-03-23,25.485001,25.684999,25.485001,25.665001,23.830362,4200
2011-03-24,26.055000,26.055000,25.809999,25.895000,24.043917,97000
2011-03-25,26.129999,26.365000,26.129999,26.254999,24.378181,10200
2011-03-28,26.235001,26.235001,26.235001,26.235001,24.359613,200
2011-03-29,26.260000,26.264999,26.225000,26.225000,24.350323,2800
2011-03-30,26.455000,26.535000,26.455000,26.504999,24.610312,3400
2011-03-31,26.459999,26.555000,26.459999,26.525000,24.628881,22600
2011-04-01,26.870001,26.870001,26.795000,26.795000,24.879583,4800
2011-04-04,26.750000,26.750000,26.655001,26.655001,24.749590,2200
2011-04-05,26.650000,26.760000,26.650000,26.754999,24.842438,3200
2011-04-06,26.799999,26.799999,26.465000,26.629999,24.726377,99400
2011-04-07,26.650000,26.650000,26.424999,26.424999,24.536026,9000
2011-04-08,26.315001,26.315001,25.934999,25.934999,24.081060,12400
2011-04-11,25.860001,25.920000,25.809999,25.920000,24.067129,6200
2011-04-12,26.084999,26.190001,26.020000,26.059999,24.197121,39400
2011-04-13,26.035000,26.035000,25.930000,25.930000,24.076420,8400
2011-04-14,26.115000,26.115000,25.855000,25.995001,24.136765,25600
2011-04-15,25.959999,26.125000,25.955000,26.125000,24.257477,6800
2011-04-18,25.735001,25.799999,25.725000,25.799999,23.955706,4800
2011-04-19,26.014999,26.014999,25.900000,25.900000,24.048561,800
2011-04-20,26.155001,26.155001,25.955000,25.955000,24.099627,1000
2011-04-21,26.320000,26.320000,26.094999,26.150000,24.280685,3800
2011-04-25,26.105000,26.155001,26.084999,26.155001,24.285334,3800
2011-04-26,26.565001,26.700001,26.545000,26.610001,24.707806,12000
2011-04-27,26.825001,26.830000,26.725000,26.764999,24.851730,27400
2011-04-28,26.950001,27.075001,26.950001,27.075001,25.139563,3200
2011-04-29,27.260000,27.260000,27.260000,27.260000,25.311333,4000
2011-05-02,27.195000,27.195000,27.120001,27.135000,25.195269,1000
2011-05-03,26.975000,26.975000,26.770000,26.920000,24.995646,4800
2011-05-04,26.870001,26.955000,26.750000,26.785000,24.870295,8600
2011-05-05,26.785000,27.205000,26.785000,27.205000,25.260275,1800
2011-05-06,27.209999,27.270000,27.135000,27.209999,25.264915,7400
2011-05-09,27.209999,27.209999,27.195000,27.195000,25.250990,600
2011-05-10,27.645000,27.645000,27.405001,27.475000,25.510967,3400
2011-05-11,27.535000,27.535000,27.325001,27.355000,25.399548,9600
2011-05-12,27.195000,27.395000,27.135000,27.395000,25.436697,2400
2011-05-13,27.290001,27.290001,26.924999,27.000000,25.069927,9600
2011-05-16,27.375000,27.375000,26.940001,26.990000,25.060642,800
2011-05-17,26.805000,26.825001,26.695000,26.740000,24.828512,16800
2011-05-18,26.700001,26.875000,26.700001,26.875000,24.953857,1000
2011-05-19,26.875000,26.875000,26.875000,26.875000,24.953857,0
2011-05-20,27.350000,27.370001,27.325001,27.370001,25.413479,1000
2011-05-23,27.200001,27.200001,26.775000,26.959999,25.032780,4600
2011-05-24,27.120001,27.120001,26.629999,26.695000,24.786732,4800
2011-05-25,26.855000,26.855000,26.674999,26.754999,24.842438,2600
2011-05-26,26.655001,26.844999,26.594999,26.844999,24.926003,4400
2011-05-27,26.990000,26.990000,26.965000,26.965000,25.037424,1200
2011-05-31,27.045000,27.080000,27.040001,27.080000,25.144207,1800
2011-06-01,27.129999,27.180000,27.110001,27.110001,25.172058,2000
2011-06-02,26.590000,26.590000,26.254999,26.320000,24.438532,5400
2011-06-03,26.065001,26.090000,25.885000,25.920000,24.067129,4600
2011-06-06,25.830000,25.870001,25.430000,25.430000,23.612160,2400
2011-06-07,25.500000,25.555000,25.465000,25.465000,23.644657,1800
2011-06-08,25.200001,25.355000,25.070000,25.070000,23.277893,4600
2011-06-09,25.309999,25.389999,25.309999,25.389999,23.575014,3200
2011-06-10,25.030001,25.115000,24.985001,25.084999,23.291817,2800
2011-06-13,25.084999,25.084999,25.084999,25.084999,23.291817,0
